bdrc_id,en,zh,bo,bo_unicode,gender,birth,death,teachers,students,tol
P3238,Dükhor Shyab Chewa Tsau Ra Ya Shé Podrang,,dus 'khor zhabs che ba tsau ra ya sha'i pho brang ,དུས་འཁོར་ཞབས་ཆེ་བ་ཙཽ་ར་ཡ་ཤའི་ཕོ་བྲང་།,M,,,P0RK925|P3237,P3239,5565.0
P0RK925,Chögyal Rikden,,chos rgyal rigs ldan,ཆོས་རྒྱལ་རིགས་ལྡན།,M,,,P0RK938,P3238,1488.0
P0RK938,Dangpö Sangye,,dang po'i sangs rgyas,དང་པོའི་སངས་རྒྱས།,M,,,,P0RK925,1490.0
P3240,Lobpön Jampal Drakpa,,slob dpon 'jam dpal grags pa,སློབ་དཔོན་འཇམ་དཔལ་གྲགས་པ།,M,,,P3239,P2098,5568.0
P2098,,,bal po paN+Di ta sa manta shrI,བལ་པོ་པཎྜི་ཏ་ས་མནཏ་ཤྲཱི།,M,,,P3240,P1508|P3146,3767.0
P1508,Gyal Tsa Rinchen Gön,,rgyal tsha rin chen mgon,རྒྱལ་ཚ་རིན་ཆེན་མགོན།,M,1118.0,1195.0,P2098|P2099|P1845|P2097|P909|P2101|P127|P2103|P2102,,2799.0
P2099,Dro Pukpa,,sgro phug pa,སྒྲོ་ཕུག་པ།,M,,,,P2JM61|P2JM60|P2JM63|P2JM62|P1508|P2JM58|P2JM57|P2JM59|P2JM65|P2JM64|P2JM56|P2JM55|P2JM66,3768.0
P2JM61,Shyang Tön,,zhang ston,ཞང་སྟོན།,,,,P2099,,5262.0
P2JM60,Gyab Tön Dor Gön,,rgyab ston rdor mgon,རྒྱབ་སྟོན་རྡོར་མགོན།,,,,P2099,,5261.0
P2JM63,Tsangpa Ji Tön,,rtsang pa byi ston,རྩང་པ་བྱི་སྟོན།,,,,P2099,,5264.0
P2JM62,Gya Tön,,rgya ston,རྒྱ་སྟོན།,,,,P2099,,5263.0
P2JM58,Da Nak Tsuktor,,mda' nag gtsug tor,མདའ་ནག་གཙུག་ཏོར།,,,,P2099,,5258.0
P2JM57,Nyang Nak Dowo,,nyang nag mdo bo,ཉང་ནག་མདོ་བོ།,,,,P2099,,5257.0
P2JM59,Nyé Tön Chö Kyi Sengé,,snye ston chos kyi seng+ge,སྙེ་སྟོན་ཆོས་ཀྱི་སེངྒེ།,,,,P2099,,5259.0
P2JM65,Pang Tön Chakkyu,,spangs ston lcags kyu,སྤངས་སྟོན་ལྕགས་ཀྱུ།,,,,P2099,,5266.0
P2JM64,Yu Tön Horpo,,g.yu ston hor po,གཡུ་སྟོན་ཧོར་པོ།,,,,P2099,,5265.0
P2JM56,Zung Nak Khorlo,,zung nag 'khor lo,ཟུང་ནག་འཁོར་ལོ།,,,,P2099,,5256.0
P2JM55,Ché Tön Gyanak,,lce ston rgya nag,ལྕེ་སྟོན་རྒྱ་ནག།,,,,P2099,,5255.0
P2JM66,Üpa Chö Seng,,dbus pa chos seng ,དབུས་པ་ཆོས་སེང་།,,,,P2099,,5267.0
P1845,Dak Gom Tsultrim Nyingpo,,dwags sgom tshul khrims snying po,དྭགས་སྒོམ་ཚུལ་ཁྲིམས་སྙིང་པོ།,M,1116.0,1169.0,P1844,P1857|P4426|P1508|P1841,3169.0
P1844,Gampopa Sönam Rinchen,塔波拉杰·索朗仁钦｜达波拉杰｜岗波巴,sgam po pa bsod nams rin chen,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,M,1079.0,1153.0,P3709|P1405|P0RK1362|P0RK730|P3475|P1853|P1854,P1855|P1856|P1845|P1857|P3AG59|P00EGS1017975|P0RK63|P4426|P1AG4|P127|P1AG54|P7589|P0RK677|P5008|P7577|P1850|P7576|P1841|P1984|P5167|P1400,3168.0
P1405,Shyang Sharawa Yönten Drak,,zhang sha ra ba yon tan grags,ཞང་ཤ་ར་བ་ཡོན་ཏན་གྲགས།,M,1070.0,1141.0,P3442,P1844|P4870|P7150|P2CN11062|P0RK745|P3446|P3447|P1400|P5740,2688.0
P3442,Po Topa Rinchen Sal,,po to pa rin chen gsal,པོ་ཏོ་པ་རིན་ཆེན་གསལ།,M,1027.0,1105.0,P3456|P2557|P1578,P4870|P1405|P7755|P0RK676|P7757|P4867|P4669|P3444|P1840|P3445|P3443,5786.0
P3456,Nak Tso Lotsawa Tsultrim Gyalwa,,nag 'tsho lo tsA ba tshul khrims rgyal ba,ནག་འཚོ་ལོ་ཙཱ་བ་ཚུལ་ཁྲིམས་རྒྱལ་བ།,M,1011.0,1064.0,P4CZ16763|P4104|P4CZ10559|P3379|P2557|P4CZ15289|P4CZ15245,P0RK719|P3442,5801.0
P4CZ16763,Khenpo Sherab Tarpa|Prajamoksa,,mkhan po shes rab thar pa,མཁན་པོ་ཤེས་རབ་ཐར་པ།,,,,,P3456,
P4104,Gya Lotsawa Tsöndrü Sengé,,rgya lo tsA ba brtson 'grus seng+ge,རྒྱ་ལོ་ཙཱ་བ་བརྩོན་འགྲུས་སེངྒེ།,M,,,P4CZ15108|P4CZ15449|P3379,P0RK1265|P3459|P4CZ15123|P3456,6509.0
P4CZ15108,Khaché Dharma Benza|Dharmavajra,,kha che d+harma badz+ra,ཁ་ཆེ་དྷརྨ་བཛྲ།,,,,,P4104,
P4CZ15449,Upadasrivajrasila,,A tsar+ya u pa d+ha shrI badz+ra shI la,ཨཱ་ཙརྱ་ཨུ་པ་དྷ་ཤྲཱི་བཛྲ་ཤཱི་ལ།,,,,,P4104,
P3379,Lobpön Marmé Dzé Zangpo|Atiśa dīpaṃkaraśrījñāna|Atisha,阿底峡,slob dpon mar med mdzad bzang po,སློབ་དཔོན་མར་མེད་མཛད་བཟང་པོ།,M,,,P0RK245|P0RK697|P3925|P0RK702|P4CZ15294|P0RK516|P3085|P3378|P0RK271|P3453|P3532,P4104|P404|P8194|P2557|P753|P3462|P3463|P3460|P3461|P3380|P3459|P1322|P3457|P3458|P3085|P3389|P3456|P3975|P3464|P3465,5717.0
P0RK697,Jampé Naljorpa,,byams pa'i rnal 'byor pa,བྱམས་པའི་རྣལ་འབྱོར་པ།,M,,,P6118,P3379,1297.0
P6118,Gyaltsab Mipam Gönpo|Maitreyanatha,慈氏菩萨,rgyal tshab mi pham mgon po,རྒྱལ་ཚབ་མི་ཕམ་མགོན་པོ།,M,,,P7326,P0RK697|P6117|P3453,8701.0
P7326,Shakya Muni|Śākyamuni,释迦牟尼佛,shAkya mu ni,ཤཱཀྱ་མུ་ནི།,M,,,,P0RK1463|P0RK2|P6118|P1KG12603|P1KG5858|P0RK940|P0RK1720|P4CZ15303,9986.0
P0RK1463,Gyalpo Dawa Zangpo|Jina rajan sucandra,,rgyal po zla ba bzang po,རྒྱལ་པོ་ཟླ་བ་བཟང་པོ།,M,,,P7326,P0RK1464,706.0
P0RK1464,Lhé Wangpo|Deveshvara,,lha'i dbang po,ལྷའི་དབང་པོ།,M,,,P0RK1463,P0RK1465,707.0
P0RK1465,Ziji Chen|Kanta,,gzi brjid can,གཟི་བརྗིད་ཅན།,M,,,P0RK1464,P0RK1466,708.0
P0RK1466,Dawé Jin,,zla bas byin,ཟླ་བས་བྱིན།,M,,,P0RK1465,P0RK1467,709.0
P0RK1467,Natsok Zuk|Citrarupa,,sna tshogs gzugs,སྣ་ཚོགས་གཟུགས།,M,,,P0RK1466,P0RK1468,710.0
P0RK1468,Lhé Wangden Té Chögyal Dün,,lha'i dbang ldan te chos rgyal bdun,ལྷའི་དབང་ལྡན་ཏེ་ཆོས་རྒྱལ་བདུན།,M,,,P0RK1467,P0RK1469,711.0
P0RK1469,Rikden Drakpa|Kulika <manyjushri>kirti,,rigs ldan grags pa,རིགས་ལྡན་གྲགས་པ།,M,,,P0RK1468,P0RK1470,712.0
P0RK1470,Pema Karpo,,pad+ma dkar po,པདྨ་དཀར་པོ།,M,,,P0RK1469,P0RK1471,714.0
P0RK1471,Zangpo Namgyal,,bzang po rnam rgyal,བཟང་པོ་རྣམ་རྒྱལ།,M,,,P0RK1470,P0RK1472,715.0
P0RK1472,Shen Zangwa,,bshen bzang ba,བཤེན་བཟང་བ།,M,,,P0RK1471,P0RK1473,716.0
P0RK1473,Chak Na Rinchen,,phyag na rin chen,ཕྱག་ན་རིན་ཆེན།,M,,,P0RK1472,P0RK1474,717.0
P0RK1474,Khyabjuk Bepa,,khyab 'jug sbas pa,ཁྱབ་འཇུག་སྦས་པ།,M,,,P0RK1473,P4CZ15155,718.0
P4CZ15155,Gyalpo Sengé Dongchen Khyabjuk Pangpa,,rgyal po seng+ge'i gdong can khyab 'jug spangs pa,རྒྱལ་པོ་སེངྒེའི་གདོང་ཅན་ཁྱབ་འཇུག་སྤངས་པ།,,,,P0RK1474,P0RK1476,
P0RK1476,Shintu Zangpo|Subhadra,,shin tu bzang po,ཤིན་ཏུ་བཟང་པོ།,M,,,P4CZ15155,P0RK1477,720.0
P0RK1477,Gyatso Namgyal,,rgya mtsho rnam rgyal,རྒྱ་མཚོ་རྣམ་རྒྱལ།,M,,,P0RK1476,P0RK1478,721.0
P0RK1478,Gyal Ka,,rgyal dka',རྒྱལ་དཀའ།,M,,,P0RK1477,,722.0
P0RK2,Sharibu,舍利弗,shA ri'i bu,ཤཱ་རིའི་བུ།,M,,,P7326,P0RK3,987.0
P0RK3,,,,,M,,,P0RK2,,1047.0
P1KG12603,Gawo|Nanda,,dga' bo,དགའ་བོ།,,,,P7326,,
P1KG5858,Lobpön Magakpa|Anuruddha,,slob dpon ma 'gags pa,སློབ་དཔོན་མ་འགགས་པ།,,,,P7326,,
P0RK940,Küngawo|Ananda,阿南陀,kun dga' bo,ཀུན་དགའ་བོ།,M,,,P7326|P0RK1721,P0RK941|P0RK1722,1491.0
P0RK1721,Ösung Chenpo|Kashyapa,,'od srung chen po,འོད་སྲུང་ཆེན་པོ།,M,,,P0RK1720,P0RK940,918.0
P0RK1720,Drachompa Nyewa Khor,,dgra bcom pa nye ba 'khor,དགྲ་བཅོམ་པ་ཉེ་བ་འཁོར།,M,,,P7326,P0RK1721,917.0
P0RK941,,,rakshi ta,རཀཤི་ཏ།,M,,,P0RK940,P0RK942,1492.0
P0RK942,Krsnavasin,,kRSNa'i gos can,ཀཪSཎའི་གོས་ཅན།,M,,,P0RK941,P0RK943,1493.0
P0RK943,Shané Göchen|Shanavasin,,sha na'i gos can,ཤ་ནའི་གོས་ཅན།,M,,,P0RK942,P0RK944,1494.0
P0RK944,Nyima Gungpa|Madhyantika,,nyi ma gung pa,ཉི་མ་གུང་པ།,M,,,P0RK943,P0RK945,1495.0
P0RK945,Gyalrik Tamché Khyenpa,,rgyal rigs thams cad mkhyen pa,རྒྱལ་རིགས་ཐམས་ཅད་མཁྱེན་པ།,M,,,P0RK944,P4954,1496.0
P0RK1722,Shané Göchen,,shwa na'i gos can,ཤྭ་ནའི་གོས་ཅན།,M,,,P0RK940,P0RK1723,919.0
P0RK1723,Nyer Bé|Upagupta,,nyer sbas,ཉེར་སྦས།,M,,,P0RK1722,P0RK1724,920.0
P0RK1724,Dhitika,,dhi dhi ka,དྷི་དྷི་ཀ།,M,,,P0RK1723,P0RK1346,921.0
P0RK1346,Nakpo Pa,,nag po pa,ནག་པོ་པ།,M,,,P0RK1724,P0RK1725,605.0
P0RK1725,Lek Tong|Sudarshana,,legs mthong ,ལེགས་མཐོང་།,M,,,P0RK1346,P0RK1726,922.0
P0RK1726,Chir Mi Ong Lö Mi Beb,,phyir mi 'ong blos mi 'bebs,ཕྱིར་མི་འོང་བློས་མི་འབེབས།,M,,,P0RK1725,P6242,923.0
P6242,Lobpön Yönten Ö|Gunaprabha,,slob dpon yon tan 'od,སློབ་དཔོན་ཡོན་ཏན་འོད།,M,,,P0RK1726,,8817.0
P4CZ15303,Mah maudgalyana,,'phags pamaung+gal gyi bu,འཕགས་པམཽངྒལ་གྱི་བུ།,,,,P7326,,
P6117,Lobpön Tokmé|Asanga|Asaṅga,,slob dpon thogs med,སློབ་དཔོན་ཐོགས་མེད།,M,,,P6118,,8700.0
P3453,Serlingpa Chö Kyi Drakpa|Dharmakirti,,gser gling pa chos kyi grags pa,གསེར་གླིང་པ་ཆོས་ཀྱི་གྲགས་པ།,M,,,P4004|P6118|P3454,P3379,5798.0
P3454,Ma ha shri rat+na bo dhi satwa,,,,M,,,P3455,P3453,5799.0
P3455,Lobpön Pawo Dorjé|Bhavavajra,,slob dpon dpa' bo rdo rje,སློབ་དཔོན་དཔའ་བོ་རྡོ་རྗེ།,M,,,P3484,P3454,5800.0
P3484,Lobpön É La Dhari,,slob dpon e la d+ha ri,སློབ་དཔོན་ཨེ་ལ་དྷ་རི།,M,,,,P3455,5832.0
P3925,Ku Sa Li Chungwa,,ku sa li chung ba,ཀུ་ས་ལི་ཆུང་བ།,M,,,P3926,P2JM4|P3379,6313.0
P3926,Ku Sa Li Chewa,,ku sa li che ba,ཀུ་ས་ལི་ཆེ་བ།,M,,,P4CZ15467|P3927|P4CZ16794|P5782,P3925,6314.0
P4CZ15467,Lobpön Gangwa Pel|Purnavardhana,,slob dpon gang ba spel,སློབ་དཔོན་གང་བ་སྤེལ།,,,,P6119|P4CZ16794|P7297,P7217|P3926,
P6119,Lobpön Yiknyen|Vasubandhu,世亲,slob dpon dbyig gnyen,སློབ་དཔོན་དབྱིག་གཉེན།,M,,,P0RK1693|P4CZ15637,P4CZ15467|P4CZ16794|P6126|P4CZ16815|P4CZ15637,8702.0
P0RK1693,Penchen Mi Wang Ga,,paN chen mi wang 'ga',པཎ་ཆེན་མི་ཝང་འགའ།,M,,,P0RK1692,P6119,893.0
P0RK1692,Chö Kyob|Manjughosha arhat dharma rak+shita,,chos skyobs,ཆོས་སྐྱོབས།,M,,,P0RK1691,P0RK1693,892.0
P0RK1691,Tönpa Tsa Da Ma É Kyebu,,ston pa tsha d m a'i skyes bu,སྟོན་པ་ཚ་ད་མ་ཨའི་སྐྱེས་བུ།,M,,,,P0RK1692,891.0
P4CZ15637,Pakpa Namdrol Dé|Vimuktasena,解脱军｜圣解脱军,'phags pa rnam grol sde,འཕགས་པ་རྣམ་གྲོལ་སྡེ།,,,,P6119,P0RK660|P6119,
P0RK660,Tsünpa Namdrol Dé|Bhattaraka vimuktasena,,btsun pa rnam grol sde,བཙུན་པ་རྣམ་གྲོལ་སྡེ།,M,,,P4CZ15637,P0RK6|P0RK973,1279.0
P0RK6,Lobpön Yönten Shenyen|Gunamitra,,slob dpon yon tan bshes gnyen,སློབ་དཔོན་ཡོན་ཏན་བཤེས་གཉེན།,M,,,P0RK660|P4954|P4CZ15358,P0RK7|P7297|P753,1246.0
P4CZ15358,Lobpön Sangye Yeshe Shyab|Buddhajananapada,,slob dpon sangs rgyas ye shes zhabs,སློབ་དཔོན་སངས་རྒྱས་ཡེ་ཤེས་ཞབས།,,,,P4CZ15577|P0RK1106|P4954|P5519|P7297|P0RK1498,P4CZ10546|P0RK6|P4CZ15260|P8LS13824,
P4CZ15577,Balimta,,slob dpon bA ling A tsar+ya,སློབ་དཔོན་བཱ་ལིང་ཨཱ་ཙརྱ།,,,,P0RK1509|P4954|P0RK1046,P0RK1047|P0RK1048|P4CZ15358,
P0RK1509,Yeshe Pal Shenyen|Jnyanashrimitra,,ye shes dpal bshes gnyen,ཡེ་ཤེས་དཔལ་བཤེས་གཉེན།,M,,,P4CZ10559|P3299,P4CZ15577|P0RK425,742.0
P4CZ10559,Khenpo Kuntuzangpo|Samantabhadra,,mkhan po kun tu bzang po,མཁན་པོ་ཀུན་ཏུ་བཟང་པོ།,,,,P0RK1619|P3217,P7218|P0RK1509|P0RK1392|P3456,
P0RK1619,Chö Dzé Chö Kyi Dorjé,,spyod mdzad chos kyi rdo rje,སྤྱོད་མཛད་ཆོས་ཀྱི་རྡོ་རྗེ།,M,,,P4954,P4CZ10559,846.0
P3217,Darpanacarya,,dar pana A tsar+ya,དར་པན་ཨཱ་ཙརྱ།,M,,,P3253|P0RK412|P3216|P0RK1535|P4CZ15101,P1061|P4CZ10559,5542.0
P3216,Matipa,,ma ti pa,མ་ཏི་པ།,M,,,P3209,P3217,5541.0
P3209,Drubchen Pal Dzin,,grub chen dpal 'dzin,གྲུབ་ཆེན་དཔལ་འཛིན།,M,,,P5782|P0RK252,P4CZ15105|P3208|P0RK328|P0RK1535|P3216|P4CZ15088,5533.0
P5782,Dawa Drakpa|Candrakirti,,zla ba grags pa,ཟླ་བ་གྲགས་པ།,M,,,P4CZ15454|P7149|P4954|P7401|P0RK252|P3299,P3927|P0RK244|P0RK297|P3209|P3926|P0RK1746|P4CZ15088|P0RK772|P3299,8337.0
P0RK252,Ma Tam Gipa|Matanggipada,,ma tam gi pa,མ་ཏམ་གི་པ།,M,,,P3293|P4954|P7401,P0RK253|P3209|P4024|P5782,1022.0
P0RK253,Rahu La Shri,,ra hu la shrI,ར་ཧུ་ལ་ཤྲཱི།,M,,,P0RK252,P3213,1023.0
P3213,Penchen Vi Khya Ta Dé Va|Be khya ta de wa,,paN chen vi khyA ta de va,པཎ་ཆེན་བི༹་ཁྱཱ་ཏ་དེ་བ༹།,M,,,P0RK253|P3250|P0RK412|P0RK419|P0RK494|P3212,P1518|P0RK340,5538.0
P0RK419,,,dha sha bha la shrI,དྷ་ཤ་བྷ་ལ་ཤྲཱི།,M,,,P0RK418,P3213,1128.0
P0RK418,Na Ya Ka Pa,,na ya ka pA,ན་ཡ་ཀ་པཱ།,M,,,P4004,P0RK419,1127.0
P0RK494,,,kan dha pa,ཀན་དྷ་པ།,M,,,P3360|P3277,P3213|P3212,1177.0
P3360,Na Ya Kapa,,nA ya ka pa,ནཱ་ཡ་ཀ་པ།,M,,,P3361,P44|P0RK494,5697.0
P3361,Rabjor Kyang,,rab 'byor bskyangs,རབ་འབྱོར་བསྐྱངས།,M,,,P3373|P7166,P3360|P3378|P7166,5698.0
P7166,Drubchen Kün Ga Nyingpo|Anandagarbha,,grub chen kun dga' snying po,གྲུབ་ཆེན་ཀུན་དགའ་སྙིང་པོ།,M,,,P3374|P3363|P3361|P0RK620|P7148|P0RK619|P3398,P3375|P3361|P3402|P7167|P3387|P3399,9813.0
P3363,Dzai Ta Ri,,dzai ta ri,ཛཻ་ཏ་རི།,M,,,,P7166,5700.0
P0RK620,Gyalrik Sara Hapa,,rgyal rigs sa ra ha pa,རྒྱལ་རིགས་ས་ར་ཧ་པ།,M,,,P3373,P7166,1258.0
P0RK619,Nyimé Nyingpo|Su ra gar+b+ha,,nyi ma'i snying po,ཉི་མའི་སྙིང་པོ།,M,,,P3373,P7166,1257.0
P3398,Tra Ha Ti,,pra ha ti,པྲ་ཧ་ཏི།,M,,,P3397,P7166,5738.0
P3397,Yeshe Dorjé,,ye shes rdo rje,ཡེ་ཤེས་རྡོ་རྗེ།,M,,,P3375,P3398,5737.0
P3375,Sherab Kyang|Pra dznya wa li ta,,shes rab bskyangs,ཤེས་རབ་བསྐྱངས།,M,,,P3374|P7166,P3397|P0RK615|P3376,5713.0
P0RK615,Shantigarbha,,slob dpon shanti garbha,སློབ་དཔོན་ཤནཏི་གརབྷ།,M,,,P3375,P0RK616|P0RK1347|P2885,1255.0
P0RK616,,,shu bham ni mitta mitra,ཤུ་བྷམ་ནི་མིཏཏ་མིཏྲ།,M,,,P0RK615,P3401,1256.0
P3401,Maha Sukha Ta Benza|Sukhitavajra,,ma hA su kha ta badz+ra,མ་ཧཱ་སུ་ཁ་ཏ་བཛྲ།,M,,,P7875|P0RK616|P3400,P3388,5743.0
P7875,Dramzé Chok Sé|Brahmana vararuci,,bram ze mchog sred,བྲམ་ཟེ་མཆོག་སྲེད།,M,,,P0RK1280|P0RK919,P4CZ15232|P4CZ15088|P3401|P0RK1045,10554.0
P0RK1280,Dorjé Gur,,rdo rje gur,རྡོ་རྗེ་གུར།,M,,,,P7875,546.0
P0RK919,Dorjé Khandroma,,rdo rje mkha' 'gro ma,རྡོ་རྗེ་མཁའ་འགྲོ་མ།,M,,,,P7875,1484.0
P4CZ15232,Pandita Nakpo Chenpo Rodzin,,paN+Di ta nag po chen po ro 'dzin,པཎྜི་ཏ་ནག་པོ་ཆེན་པོ་རོ་འཛིན།,,,,P7875|P4CZ15088,P00EGS1017627,
P00EGS1017627,Lotsawa Gyi Jang U Kar,,lo tsA ba gyi ljang dbu dkar,ལོ་ཙཱ་བ་གྱི་ལྗང་དབུ་དཀར།,,,,P4CZ15088|P4CZ15232,P0RK1596|P0RK1597,103.0
P0RK1596,Tsar Gu Tönpa,,tshar dgu ston pa,ཚར་དགུ་སྟོན་པ།,M,,,P00EGS1017627,P0RK1597,822.0
P0RK1597,Dru Tön,,gru ston,གྲུ་སྟོན།,M,,,P0RK1596|P00EGS1017627,P0RK1791|P0RK1602|P0RK1598,823.0
P0RK1791,Dakpo Sö Yönpa,,bdag po bsod yon pa,བདག་པོ་བསོད་ཡོན་པ།,M,,,P0RK1115|P0RK1597,P0RK1607,971.0
P0RK1115,Sempa Chenpo Sönam Yönten,,sems dpa' chen po bsod nams yon tan,སེམས་དཔའ་ཆེན་པོ་བསོད་ནམས་ཡོན་ཏན།,M,,,P0RK1102,P0RK1791|P0RK17,403.0
P0RK1102,Tsöndrü Changchub,,brtson 'grus byang chub,བརྩོན་འགྲུས་བྱང་ཆུབ།,M,,,P0RK1679|P0RK1101,P0RK1103|P0RK1115|P0RK1319,390.0
P0RK1679,Khepa Changchub Drak,,mkhas pa byang chub grags,མཁས་པ་བྱང་ཆུབ་གྲགས།,M,,,P0RK1678,P0RK1102,884.0
P0RK1678,Khenchen Tsangpa Wangchuk Drak,,mkhan chen gtsang pa dbang phyug grags,མཁན་ཆེན་གཙང་པ་དབང་ཕྱུག་གྲགས།,M,,,P4007,P0RK1679,883.0
P0RK1101,Gya Tön Kün Ga Tsöndrü,,rgya ston kun dga' brtson 'grus,རྒྱ་སྟོན་ཀུན་དགའ་བརྩོན་འགྲུས།,M,,,P0RK1794|P0RK1550|P66|P1322|P0RK1100,P0RK1102|P0RK1545,389.0
P0RK1794,Chöjé Wangchuk Gyaltsen,,chos rje dbang phyug rgyal mtshan,ཆོས་རྗེ་དབང་ཕྱུག་རྒྱལ་མཚན།,M,,,P0RK1100,P0RK1101,974.0
P0RK1100,Ra Sherab Gyaltsen,,rwa shes rab rgyal mtshan,རྭ་ཤེས་རབ་རྒྱལ་མཚན།,M,,,P0RK1113|P3148,P0RK1794|P0RK1550|P1322|P0RK1101,388.0
P0RK1113,Ra Könchok Sengé,,rwa dkon mchog seng+ge,རྭ་དཀོན་མཆོག་སེངྒེ།,M,,,P3148|P0RK1112,P0RK1100,401.0
P3148,Ra Bum Seng,,rwa 'bum seng ,རྭ་འབུམ་སེང་།,M,,,P3147,P0RK1113|P3175|P1244|P0RK1100|P0RK1112,5466.0
P3147,Ra Yeshe Sengé,,rwa ye shes seng+ge,རྭ་ཡེ་ཤེས་སེངྒེ།,M,,,P3146,P3148|P910|P0RK1112,5465.0
P3146,Ra Chö Rab,,rwa chos rab,རྭ་ཆོས་རབ།,M,,,P2098|P3143|P4CZ15089,P3147|P0RK1112,5464.0
P3143,Ra Lotsawa Dorjé Drak,,rwa lo tsA ba rdo rje grags,རྭ་ལོ་ཙཱ་བ་རྡོ་རྗེ་གྲགས།,M,1016.0,,P3144|P3174|P0RK1510,P0RK1511|P3146,5461.0
P3144,Balpo Yam Buwa,,bal po yam bu ba,བལ་པོ་ཡམ་བུ་བ།,M,,,P3145,P3143,5462.0
P3145,,,grub chen pad+ma ba dz+ra,གྲུབ་ཆེན་པདྨ་བ་ཛྲ།,M,,,,P3144|P3174,5463.0
P3174,,,b+ha ro phyag rdum,བྷ་རོ་ཕྱག་རྡུམ།,M,,,P0RK849|P3145,P3143,5494.0
P0RK849,,,a sthu la ba dzra,ཨ་སཐུ་ལ་བ་ཛྲ།,M,,,P0RK474|P3085,P3174|P3088,1414.0
P0RK474,Pam Tingpa Kuché,,pham thing pa sku mched,ཕམ་ཐིང་པ་སྐུ་མཆེད།,M,,,P3818|P0RK498|P3085,P0RK849|P1582|P0RK481,1160.0
P3818,Ma Na Ka Shri,,ma na ka shrI,མ་ན་ཀ་ཤྲཱི།,M,,,P3085,P0RK474|P0RK498|P3814|P0RK499|P0RK481,6196.0
P3085,Penchen Naropa|The dauntless|Nāropā,,paN chen nA ro pa,པཎ་ཆེན་ནཱ་རོ་པ།,M,,1100.0,P0RK848|P3086|P4024|P3379,P0RK474|P3818|P3819|P0RK849|P2636|P3379|P753,5398.0
P0RK848,A Tsa Ra,,a tsa ra,ཨ་ཙ་ར།,M,,,P7599,P3085,1413.0
P7599,Candragomin,,slob dpon tsan+d+ra go mi,སློབ་དཔོན་ཙནྡྲ་གོ་མི།,M,,,P0RK846|P0RK1428,P0RK848|P0RK1429|P0RK880,10268.0
P0RK846,Sengé Dra,,seng+ge sgra,སེངྒེ་སྒྲ།,M,,,,P7599,1412.0
P0RK1428,Sangye Dukkarmo Chen,,sangs rgyas gdugs dkar mo can,སངས་རྒྱས་གདུགས་དཀར་མོ་ཅན།,M,,,,P7599,676.0
P0RK1429,Gi Ra Wa Ta,,gi ra wa ta,གི་ར་ཝ་ཏ།,M,,,P7599,P0RK1430,677.0
P0RK1430,,,ba dzra rakSi ta,བ་ཛྲ་རཀSཨི་ཏ།,M,,,P0RK1429,P0RK1431,679.0
P0RK1431,,,shu ram ga bha dra,ཤུ་རམ་ག་བྷ་དྲ།,M,,,P0RK1430,P0RK1432,680.0
P0RK1432,,,kha che paNDi ta dkar po,ཁ་ཆེ་པཎཌི་ཏ་དཀར་པོ།,M,,,P0RK1431,P3730,681.0
P3730,Khön Könchok Gyalpo,,'khon dkon mchog rgyal po,འཁོན་དཀོན་མཆོག་རྒྱལ་པོ།,M,1034.0,1102.0,P0RK86|P0RK87|P2613|P0RK1432|P10153|P0RK1158|P10152|P3285|P10155|P10154|P1245|P3458|P1242|P10157|P3088|P3731,P0RK235,6100.0
P0RK86,Khön Shakya Lodrö,,'khon shAkya blo gros,འཁོན་ཤཱཀྱ་བློ་གྲོས།,M,,,P0RK85,P0RK87|P3730,1425.0
P0RK85,Khön Tön Balpo,,'khon ston bal po,འཁོན་སྟོན་བལ་པོ།,M,,,P0RK84,P0RK86,1415.0
P0RK84,Khön Gé Tong,,'khon dge mthong ,འཁོན་དགེ་མཐོང་།,M,,,P0RK83,P0RK85,1407.0
P0RK83,Khön Gé Kyab,,'khon dge skyabs,འཁོན་དགེ་སྐྱབས།,M,,,P0RK82,P0RK84,1398.0
P0RK82,Khön Dorjé Tsuktor,,'khon rdo rje gtsug tor,འཁོན་རྡོ་རྗེ་གཙུག་ཏོར།,M,,,P0RK233|P0RK81,P0RK83,1388.0
P0RK233,Khön Tsultrim Gyalpo,,'khon tshul khrims rgyal po,འཁོན་ཚུལ་ཁྲིམས་རྒྱལ་པོ།,M,,,P0RK81,P0RK82,1005.0
P0RK81,Khön Sherab Yönten,,'khon shes rab yon tan,འཁོན་ཤེས་རབ་ཡོན་ཏན།,M,,,P0RK80,P0RK233|P0RK82,1385.0
P0RK80,Khön Dorjé Rinchen,,'khon rdo rje rin chen,འཁོན་རྡོ་རྗེ་རིན་ཆེན།,M,,,P0RK1006|P8218,P0RK81,1377.0
P0RK1006,Nyal Jnana Ku Ma Ra,,gnyal dz+nyA na ku ma ra,གཉལ་ཛྙཱ་ན་ཀུ་མ་ར།,M,,,P4CZ10564,P0RK80,304.0
P8218,Khön Lü Wangpo|Nagendra raksita,,'khon klu'i dbang po,འཁོན་ཀླུའི་དབང་པོ།,M,,,,P0RK80,10918.0
P0RK87,Khön Sherab Tsultrim,,'khon shes rab tshul khrims,འཁོན་ཤེས་རབ་ཚུལ་ཁྲིམས།,M,,,P0RK86,P3730,1433.0
